stop_id	stop_name
50400	S 223RD ST & 8TH AVE S (50400)
50410	S 223RD ST & 10TH AVE S (50410)
50415	S 223RD ST & 13TH AVE S (50415)
50420	S 223RD ST & 16TH AVE S (50420)
50001	S 223RD ST & EMMETT LN (50001)
50440	S 223RD ST & 24TH AVE S (50440)
50450	24TH AVE S & S 226TH ST (50450)
50461	KENT DES MOINES RD & 24TH AVE S (50461)
50462	KENT DES MOINES RD & 21ST AVE S (50462)
50466	KENT DES MOINES RD & 20TH AVE S (50466)
48972	16TH AVE S & 17TH PL S (48972)
48974	KENT DES MOINES RD & 20TH AVE S (48974)
48978	KENT DES MOINES RD & 21ST AVE S (48978)
48980	24TH AVE S & S 230TH ST (48980)
48990	24TH AVE S & S 226TH ST (48990)
49000	S 223RD ST & 24TH AVE S (49000)
50000	S 223RD ST & EMMETT LN (50000)
49020	S 223RD ST & 16TH AVE S (49020)
49025	S 223RD ST & 13TH AVE S (49025)
49030	S 223RD ST & 10TH AVE S (49030)
49040	S 223RD ST & 8TH AVE S (49040)
49050	DES MOINES MEMORIAL DR S & S 212TH ST (49050)
49060	DES MOINES MEMORIAL DR S & S 210TH ST (49060)
49070	DES MOINES MEMORIAL DR S & S 208TH ST (49070)
49080	DES MOINES MEMORIAL DR S & S 206TH ST (49080)
49100	DES MOINES MEMORIAL DR S & S 202ND ST (49100)
49110	S 200TH ST & DES MOINES MEMORIAL DR S (49110)
49120	8TH AVE S & S 200TH ST (49120)
49133	8TH AVE S & S 198TH ST (49133)
49150	8TH AVE S & S 194TH ST (49150)
49160	8TH AVE S & S 192ND ST (49160)
49169	8TH AVE S & S 189TH ST (49169)
49180	8TH AVE S & S 186TH ST (49180)
49190	8TH AVE S & DES MOINES MEMORIAL DR S (49190)
49195	DES MOINES MEMORIAL DR S & 8TH AVE S (49195)
49200	DES MOINES MEMORIAL DR S & S NORMANDY RD (49200)
49210	DES MOINES MEMORIAL DR S & S 176TH ST (49210)
49220	DES MOINES MEMORIAL DR S & S 171ST ST (49220)
49230	DES MOINES MEMORIAL DR S & S 168TH ST (49230)
49250	DES MOINES MEMORIAL DR S & S 164TH ST (49250)
49270	DES MOINES MEMORIAL DR S & S 160TH ST (49270)
49285	DES MOINES MEMORIAL DR S & S 156TH WAY (49285)
50100	S 152ND ST & 8TH AVE S (50100)
50110	S 152ND ST & 4TH AVE S (50110)
50120	S 152ND ST & 4TH AVE S (50120)
50068	SW 152ND ST & 4TH AVE SW (50068)
47654	SW 152ND ST & 6TH AVE SW (47654)
52485	SW 152ND ST & 10TH AVE SW (52485)
52500	SW 152ND ST & 12TH AVE SW (52500)
52510	SW 152ND ST & 14TH AVE SW (52510)
52522	SW 152ND ST & 16TH AVE SW (52522)
52530	SW 152ND ST & 18TH AVE SW (52530)
52540	21ST AVE SW & SW 152ND ST (52540)
52560	21ST AVE SW & SW 156TH ST (52560)
52575	21ST AVE SW & SW 159TH ST (52575)
52580	21ST AVE SW & SW 162ND ST (52580)
52595	21ST AVE SW & SW 164TH ST (52595)
53620	SW 164TH ST & 19TH AVE SW (53620)
53630	SW 164TH ST & 16TH AVE SW (53630)
53640	SW 164TH ST & 14TH AVE SW (53640)
53650	14TH AVE SW & SW 162ND ST (53650)
53660	14TH AVE SW & SW 160TH ST (53660)
53670	SW 160TH ST & 12TH AVE SW (53670)
51191	SW 160TH ST & 10TH AVE SW (51191)
53690	SW 160TH ST & 8TH AVE SW (53690)
53700	SW 160TH ST & 6TH AVE SW (53700)
53710	4TH AVE SW & SW 160TH ST (53710)
20740	2ND AVE & BROAD ST (20740)
52306	BURIEN TRANSIT CENTER BAY #6 (52306)
60923	TUKWILA INTERNATIONAL BLVD STATION BAY #3 (60923)
60920	TUKWILA INTL BLVD & S 152ND ST (60920)
60930	TUKWILA INTL BLVD & S 148TH ST (60930)
60950	TUKWILA INTL BLVD & S 144TH ST (60950)
60958	TUKWILA INTL BLVD & S 141ST ST (60958)
60970	TUKWILA INTL BLVD & S 133RD ST (60970)
60980	TUKWILA INTL BLVD & S 130TH ST (60980)
60983	TUKWILA INTL BLVD & SR 99 RAMP (60983)
31610	TUKWILA INTL BLVD & S 112TH ST (31610)
31613	EAST MARGINAL WAY S & S BOEING ACS (31613)
31620	EAST MARGINAL WAY S & S NORFOLK ST (31620)
31630	EAST MARGINAL WAY S & S 96TH PL (31630)
31631	EAST MARGINAL WAY S & S 94TH PL (31631)
31641	EAST MARGINAL WAY S & S 87TH PL (31641)
31650	EAST MARGINAL WAY S & S 81ST PL (31650)
79562	EAST MARGINAL WAY S & 16TH AVE S (79562)
40880	13TH AVE S & S BAILEY ST (40880)
40881	AIRPORT WAY S & S VALE ST (40881)
40882	AIRPORT WAY S & S DORIS ST (40882)
40885	AIRPORT WAY S & CORSON AVE S (40885)
40890	AIRPORT WAY S & S EDMUNDS ST (40890)
40892	AIRPORT WAY S & S ALASKA ST (40892)
40894	AIRPORT WAY S & S INDUSTRIAL WAY (40894)
40896	AIRPORT WAY S & S ADAMS ST (40896)
40898	AIRPORT WAY S & S ANDOVER ST (40898)
40900	AIRPORT WAY S & S CHARLESTOWN ST (40900)
40999	AIRPORT WAY S & S SPOKANE ST (40999)
21670	AIRPORT WAY S & DIAGONAL AVE S (21670)
21680	AIRPORT WAY S & S HORTON ST (21680)
21690	AIRPORT WAY S & S STEVENS ST (21690)
21700	AIRPORT WAY S & S LANDER ST (21700)
21710	AIRPORT WAY S & S BAYVIEW ST (21710)
21720	AIRPORT WAY S & S COLLEGE ST (21720)
21730	AIRPORT WAY S & S HILL ST (21730)
21740	S HOLGATE ST & AIRPORT WAY S (21740)
21765	6TH AVE S & S ATLANTIC ST (21765)
21833	6TH AVE S & S ROYAL BROUGHAM WAY (21833)
21860	AIRPORT WAY S & S HOLGATE ST (21860)
21870	AIRPORT WAY S & S WALKER ST (21870)
21880	AIRPORT WAY S & S STACY ST (21880)
21890	AIRPORT WAY S & S LANDER ST (21890)
21910	AIRPORT WAY S & S STEVENS ST (21910)
21920	AIRPORT WAY S & DIAGONAL AVE S (21920)
21940	AIRPORT WAY S & S SPOKANE ST (21940)
41000	AIRPORT WAY S & S BRADFORD ST (41000)
41010	AIRPORT WAY S & S DAKOTA ST (41010)
41020	AIRPORT WAY S & S INDUSTRIAL WAY (41020)
41030	AIRPORT WAY S & S SNOQUALMIE ST (41030)
41040	AIRPORT WAY S & S EDMUNDS ST (41040)
41060	AIRPORT WAY S & S LUCILE ST (41060)
41080	AIRPORT WAY S & S DORIS ST (41080)
32165	EAST MARGINAL WAY S & 16TH AVE S (32165)
32180	EAST MARGINAL WAY S & S 81ST PL (32180)
32182	EAST MARGINAL WAY S & S 87TH PL (32182)
32192	EAST MARGINAL WAY S & S 94TH PL (32192)
32200	EAST MARGINAL WAY S & S 96TH PL (32200)
32210	EAST MARGINAL WAY S & S NORFOLK ST (32210)
32215	TUKWILA INTL BLVD & S BOEING ACS (32215)
53070	TUKWILA INTL BLVD & S 112TH ST (53070)
53072	TUKWILA INTL BLVD & SR 99 RAMP (53072)
60990	TUKWILA INTL BLVD & S 130TH ST (60990)
61000	TUKWILA INTL BLVD & S 133RD ST (61000)
61012	TUKWILA INTL BLVD & S 141ST ST (61012)
61020	TUKWILA INTL BLVD & S 144TH ST (61020)
61040	TUKWILA INTL BLVD & S 148TH ST (61040)
70676	6TH ST & KIRKLAND WAY (70676)
70677	6TH ST S & 5TH AVE S (70677)
70679	6TH ST S & 9TH AVE S (70679)
21350	16TH AVE SW & SW HENDERSON ST (21350)
21360	16TH AVE SW & SW TRENTON ST (21360)
21380	16TH AVE SW & SW THISTLE ST (21380)
21390	16TH AVE SW & SW ELMGROVE ST (21390)
21400	16TH AVE SW & SW KENYON ST (21400)
21410	16TH AVE SW & SW HOLDEN ST (21410)
36490	16TH AVE SW & SW WEBSTER ST (36490)
36500	16TH AVE SW & SW ORCHARD ST (36500)
36510	16TH AVE SW & SW HOLLY ST (36510)
36520	16TH AVE SW & SW MORGAN ST (36520)
36525	SOUTH SEATTLE COLLEGE (36525)
36155	SSC NORTH ENTRANCE (36155)
36530	16TH AVE SW & SW FINDLAY ST (36530)
36540	16TH AVE SW & SW BRANDON ST (36540)
36560	SW DAWSON ST & 18TH AVE SW (36560)
36580	21ST AVE SW & 22ND AVE SW (36580)
40020	SW OREGON ST & DELRIDGE WAY SW (40020)
40018	22ND AVE SW & 23RD AVE SW (40018)
36090	21ST AVE SW & 22ND AVE SW (36090)
36100	21ST AVE SW & SW DAWSON ST (36100)
36110	SW DAWSON ST & 18TH AVE SW (36110)
36120	16TH AVE SW & SW BRANDON ST (36120)
36140	16TH AVE SW & SW FINDLAY ST (36140)
36145	SSC NORTH ENTRANCE (36145)
36522	16TH AVE SW & SW GRAHAM ST (36522)
36170	16TH AVE SW & SW HOLLY ST (36170)
36180	16TH AVE SW & SW MYRTLE ST (36180)
36190	16TH AVE SW & SW WEBSTER ST (36190)
22190	16TH AVE SW & SW HOLDEN ST (22190)
22200	16TH AVE SW & SW KENYON ST (22200)
22210	16TH AVE SW & SW ELMGROVE ST (22210)
22220	16TH AVE SW & SW THISTLE ST (22220)
22230	16TH AVE SW & SW CLOVERDALE ST (22230)
22244	16TH AVE SW & SW HENDERSON ST (22244)
40823	MACADAM RD S & SOUTHCENTER BLVD (40823)
40825	MACADAM RD S & S 152ND ST (40825)
40826	MACADAM RD S & S 150TH ST (40826)
40828	53RD AVE S & S 144TH ST (40828)
40811	S 144TH ST & MACADAM RD S (40811)
40812	S 144TH ST & 46TH AVE S (40812)
40813	S 144TH ST & 42ND AVE S (40813)
50075	42ND AVE S & S 148TH ST (50075)
54206	SOUTHCENTER BLVD & 42ND AVE S (54206)
41131	S 144TH ST & 37TH AVE S (41131)
58600	S 144TH ST & MILITARY RD S (58600)
41134	MILITARY RD S & S 140TH ST (41134)
41135	MILITARY RD S & S 138TH ST (41135)
41136	MILITARY RD S & S 135TH ST (41136)
41137	MILITARY RD S & S 133RD ST (41137)
41138	MILITARY RD S & S 130TH PL (41138)
49490	MILITARY RD S & S 128TH ST (49490)
49500	MILITARY RD S & S 125TH PL (49500)
49510	MILITARY RD S & S 123RD ST (49510)
49520	MILITARY RD S & S 121ST PL (49520)
49530	S 120TH ST & 23RD AVE S (49530)
49540	S 120TH ST & 22ND AVE S (49540)
49550	S 120TH ST & ROSEBERG AVE S (49550)
49552	GLENDALE WAY S & DES MOINES MEMORIAL DR S (49552)
49554	GLENDALE WAY S & 16TH AVE S (49554)
49558	S 112TH ST & 10TH AVE S (49558)
49562	S 112TH ST & 8TH AVE S (49562)
49564	5TH AVE S & 4TH PL S (49564)
49566	S 116TH ST & 5TH AVE S (49566)
49568	S 116TH ST & 3RD AVE S (49568)
49572	SW 116TH ST & 1ST AVE S (49572)
53850	4TH AVE SW & SW 116TH ST (53850)
53860	4TH AVE SW & SW 114TH ST (53860)
49574	SW 108TH ST & 4TH AVE SW (49574)
49576	SW 108TH ST & 8TH AVE SW (49576)
49592	8TH AVE SW & SW 104TH ST (49592)
21292	16TH AVE SW & SW ROXBURY ST BAY #5 (21292)
21295	16TH AVE SW & SW BARTON ST (21295)
21420	SW AUSTIN ST & DUMAR WAY SW (21420)
21440	SW ORCHARD ST & DELRIDGE WAY SW (21440)
36320	SYLVAN WAY SW & DELRIDGE WAY SW (36320)
36330	SYLVAN WAY SW & SW SYLVAN HEIGHTS DR (36330)
40010	SYLVAN WAY SW & HIGH POINT DR SW (40010)
40012	SW MORGAN ST & LANHAM PL SW (40012)
36360	SW MORGAN ST & 35TH AVE SW (36360)
36370	SW MORGAN ST & 38TH AVE SW (36370)
36380	SW MORGAN ST & 40TH AVE SW (36380)
36400	SW MORGAN ST & 42ND AVE SW (36400)
36410	SW MORGAN ST & 40TH AVE SW (36410)
36420	SW MORGAN ST & 38TH AVE SW (36420)
36430	SW MORGAN ST & 36TH AVE SW (36430)
36440	SW MORGAN ST & 35TH AVE SW (36440)
36450	SW MORGAN ST & LANHAM PL SW (36450)
36470	SYLVAN WAY SW & SW HOLLY ST (36470)
36472	SYLVAN WAY SW & SW SYLVAN HEIGHTS DR (36472)
36480	SW ORCHARD ST & DELRIDGE WAY SW (36480)
22160	SW ORCHARD ST & DELRIDGE WAY SW (22160)
22180	SW AUSTIN ST & DUMAR WAY SW (22180)
49595	8TH AVE SW & SW 106TH ST (49595)
49577	SW 108TH ST & 8TH AVE SW (49577)
53910	4TH AVE SW & SW 115TH ST (53910)
49571	SW 116TH ST & 1ST AVE S (49571)
49567	S 116TH ST & 3RD AVE S (49567)
49565	S 116TH ST & 5TH AVE S (49565)
49563	5TH AVE S & 4TH PL S (49563)
49561	S 112TH ST & 8TH AVE S (49561)
49557	S 112TH ST & 10TH AVE S (49557)
49555	S 112TH ST & 14TH AVE S (49555)
49553	GLENDALE WAY S & S 118TH ST (49553)
49860	S 120TH ST & DES MOINES MEMORIAL DR S (49860)
49870	S 120TH ST & 20TH AVE S (49870)
49880	S 120TH ST & 22ND AVE S (49880)
49900	MILITARY RD S & S 121ST PL (49900)
49910	MILITARY RD S & S 123RD ST (49910)
49920	MILITARY RD S & S 125TH ST (49920)
41121	MILITARY RD S & S 128TH ST (41121)
41122	MILITARY RD S & S 130TH PL (41122)
41123	MILITARY RD S & S 133RD ST (41123)
41124	MILITARY RD S & S 135TH ST (41124)
41125	MILITARY RD S & S 138TH ST (41125)
41126	MILITARY RD S & S 140TH ST (41126)
58610	S 144TH ST & MILITARY RD S (58610)
41128	S 144TH ST & PACIFIC HWY S (41128)
49360	42ND AVE S & S 148TH ST (49360)
41119	42ND AVE S & S 144TH ST (41119)
41237	S 144TH ST & 51ST AVE S (41237)
41247	S 144TH ST & 53RD AVE S (41247)
41248	MACADAM RD S & S 150TH ST (41248)
41250	MACADAM RD S & S 152ND ST (41250)
41251	MACADAM RD S & SOUTHCENTER BLVD (41251)
60444	ANDOVER PARK E & EVANS BLACK DR (60444)
30670	4TH AVE S & EDGAR MARTINEZ DR S (30670)
49460	S 128TH ST & 22ND AVE S (49460)
49470	S 128TH ST & 24TH AVE S (49470)
49367	S 146TH ST & 11TH AVE S (49367)
49356	S 146TH ST & 4TH AVE S (49356)
49358	S 146TH ST & 5TH PL S (49358)
49362	S 146TH ST & 8TH AVE S (49362)
49370	DES MOINES MEMORIAL DR S & S 144TH ST (49370)
49380	DES MOINES MEMORIAL DR S & S 140TH ST (49380)
49390	DES MOINES MEMORIAL DR S & S 138TH ST (49390)
49400	DES MOINES MEMORIAL DR S & S 136TH ST (49400)
49410	DES MOINES MEMORIAL DR S & S 134TH ST (49410)
49420	DES MOINES MEMORIAL DR S & S 132ND ST (49420)
49430	DES MOINES MEMORIAL DR S & S 128TH ST (49430)
49440	S 128TH ST & ROSEBERG AVE S (49440)
49450	S 128TH ST & 20TH AVE S (49450)
49480	S 128TH ST & 26TH AVE S (49480)
49580	DES MOINES MEMORIAL DR S & S 120TH ST (49580)
49599	DES MOINES MEMORIAL DR S & S 116TH ST (49599)
49610	DES MOINES MEMORIAL DR S & S 113TH ST (49610)
49630	DES MOINES MEMORIAL DR S & S 108TH ST (49630)
49660	DES MOINES MEMORIAL DR S & S 103RD ST (49660)
49670	DES MOINES MEMORIAL DR S & 17TH PL S (49670)
49690	DES MOINES MEMORIAL DR S & S 99TH ST (49690)
49700	DES MOINES MEMORIAL DR S & S 96TH ST (49700)
49710	14TH AVE S & S DIRECTOR ST (49710)
49720	14TH AVE S & S TRENTON ST (49720)
49730	8TH AVE S & S CLOVERDALE ST (49730)
49731	8TH AVE S & S THISTLE ST (49731)
49732	8TH AVE S & S SOUTHERN ST (49732)
49733	8TH AVE S & S KENYON ST (49733)
49754	S KENYON ST & 5TH AVE S (49754)
49775	5TH AVE S & S HOLDEN ST (49775)
49758	S HOLDEN ST & 2ND AVE S (49758)
49757	S HOLDEN ST & 2ND AVE S (49757)
49755	S HOLDEN ST & 5TH AVE S (49755)
49753	5TH AVE S & S KENYON ST (49753)
49724	8TH AVE S & S MONROE ST (49724)
49725	8TH AVE S & S SOUTHERN ST (49725)
49726	8TH AVE S & S THISTLE ST (49726)
49739	14TH AVE S & S TRENTON ST (49739)
49740	14TH AVE S & S HENDERSON ST (49740)
49750	DES MOINES MEMORIAL DR S & S 96TH ST (49750)
49760	DES MOINES MEMORIAL DR S & S 99TH ST (49760)
49770	DES MOINES MEMORIAL DR S & 17TH PL S (49770)
49780	DES MOINES MEMORIAL DR S & S 103RD ST (49780)
49810	DES MOINES MEMORIAL DR S & S 108TH ST (49810)
49820	DES MOINES MEMORIAL DR S & S 112TH ST (49820)
49840	DES MOINES MEMORIAL DR S & S 116TH ST (49840)
49930	S 128TH ST & MILITARY RD S (49930)
49940	S 128TH ST & 26TH AVE S (49940)
49950	S 128TH ST & 24TH AVE S (49950)
49960	S 128TH ST & 22ND AVE S (49960)
49970	S 128TH ST & 20TH AVE S (49970)
49980	S 128TH ST & ROSEBERG AVE S (49980)
50010	DES MOINES MEMORIAL DR S & S 128TH ST (50010)
50020	DES MOINES MEMORIAL DR S & S 132ND ST (50020)
50030	DES MOINES MEMORIAL DR S & S 134TH ST (50030)
50050	DES MOINES MEMORIAL DR S & S 138TH ST (50050)
50060	DES MOINES MEMORIAL DR S & S 140TH ST (50060)
50061	S 144TH ST & DES MOINES MEMORIAL DR S (50061)
50062	S 146TH ST & 11TH AVE S (50062)
50063	S 146TH ST & 8TH AVE S (50063)
50064	S 146TH ST & 5TH AVE S (50064)
50065	S 146TH ST & 4TH AVE S (50065)
99417	SR 169 & BLACK DIAMOND-RAVENSDL RD SE (99417)
99411	SR 169 & BLACK DIAMOND-RAVENSDL RD SE (99411)
99303	MAPLE VALLY - BLACK DIAMOND RD SE & SE 280TH ST (99303)
99301	MAPLE VALLY - BLACK DIAMOND RD SE & SE MAPLE RIDGE DR (99301)
99294	MAPLE VALLY - BLACK DIAMOND RD SE & SE KENT-KANGLEY RD (99294)
99432	MAPLE VALLY - BLACK DIAMOND RD SE & SE 264TH ST (99432)
99296	MAPLE VALLY - BLACK DIAMOND RD SE & SE 253RD PL (99296)
99297	MAPLE VALLY - BLACK DIAMOND RD SE & SE 244TH ST (99297)
99423	MAPLE VALLY - BLACK DIAMOND RD SE & SE 240TH ST (99423)
99421	SE 237TH ST & 222ND PL SE (99421)
99430	SR 169 & SE 231ST ST (99430)
99410	SR 169 & SE 216TH PL (99410)
99412	RENTON MAPLE VALLEY RD & SE 207TH ST (99412)
99414	RENTON MAPLE VALLEY RD & SE 206TH ST (99414)
99416	RENTON MAPLE VALLEY RD & SE 206TH ST (99416)
99318	RENTON MAPLE VALLEY RD & CEDAR GROVE RD (99318)
99390	RENTON MAPLE VALLEY RD & CEDAR GROVE RD (99390)
99385	RENTON MAPLE VALLEY RD & 201ST PL SE (99385)
99350	RENTON MAPLE VALLEY RD & 174TH AVE SE (99350)
99325	RENTON MAPLE VALLEY RD & 152ND AVE SE (99325)
99330	RENTON MAPLE VALLEY RD & 149TH AVE SE (99330)
99310	RENTON MAPLE VALLEY RD & 131ST AVE SE (99310)
99470	MAPLE VALLEY HWY & MONROE AVE SE (99470)
99497	MAPLE VALLEY HWY & CEDAR RIVER PARK DR (99497)
675	SENECA ST & 5TH AVE (675)
1920	LENORA ST & 4TH AVE (1920)
99434	MAPLE VALLEY HWY & CEDAR RIVER PARK DR (99434)
99460	MAPLE VALLEY HWY & MONROE AVE SE (99460)
99320	RENTON MAPLE VALLEY RD & 149TH AVE SE (99320)
99321	SE RENTON MAPLE VALLEY RD & 152ND AVE SE (99321)
99322	SE RENTON MAPLE VALLEY RD & 161ST AVE SE (99322)
99360	SE RENTON MAPLE VALLEY RD & CEDAR RIVER PARK DR (99360)
99364	RENTON MAPLE VALLEY RD & 201ST PL SE (99364)
99380	RENTON MAPLE VALLEY RD & CEDAR GROVE RD SE (99380)
99382	RENTON MAPLE VALLEY RD & CEDAR GROVE RD (99382)
99384	RENTON MAPLE VALLEY RD & (99384)
99386	RENTON MAPLE VALLEY RD & 19600 BLOCK (99386)
99388	RENTON MAPLE VALLEY RD & SE 207TH ST (99388)
99400	SR 169 & SE 216TH PL (99400)
99420	SR 169 & SE 231ST ST (99420)
99422	MAPLE VALLY - BLACK DIAMOND RD SE & SE 237TH ST (99422)
99424	MAPLE VALLY - BLACK DIAMOND RD SE & SE 240TH ST (99424)
99428	MAPLE VALLY - BLACK DIAMOND RD SE & 231ST AVE SE (99428)
99429	MAPLE VALLY - BLACK DIAMOND RD SE & SE 253RD PL (99429)
99436	MAPLE VALLY - BLACK DIAMOND RD SE & SE 261ST PL (99436)
99431	MAPLE VALLY - BLACK DIAMOND RD SE & SE 264TH ST (99431)
99437	MAPLE VALLY - BLACK DIAMOND RD SE & SE KENT-KANGLEY RD (99437)
99312	MAPLE VALLY - BLACK DIAMOND RD SE & SE 280TH ST (99312)
99413	SR 169 & S SUMMIT DR (99413)
99418	SR 169 & BLACK DIAMOND-RAVENSDL RD SE (99418)
59560	140TH AVE SE & SE PETROVITSKY RD (59560)
59570	140TH AVE SE & SE 171ST WAY (59570)
59580	SE FAIRWOOD BLVD & 139TH PL SE (59580)
59590	SE FAIRWOOD BLVD & 138TH AVE SE (59590)
59600	SE FAIRWOOD BLVD & 134TH AVE SE (59600)
59610	SE 164TH ST & 131ST AVE SE (59610)
59630	SE 164TH ST & 128TH PL SE (59630)
59640	SE 164TH ST & 127TH AVE SE (59640)
59650	126TH AVE SE & SE 164TH ST (59650)
59660	126TH AVE SE & SE 161ST ST (59660)
59662	123RD AVE SE & SE 160TH ST (59662)
59666	KIRKLAND AVE SE & SE 19TH CT (59666)
59669	LAKE YOUNGS WAY SE & KIRKLAND AVE SE (59669)
59673	LAKE YOUNGS WAY SE & JEFFERSON CT SE (59673)
59675	LAKE YOUNGS WAY SE & SE 16TH ST (59675)
59730	SE ROYAL HILLS DR & LAKE YOUNGS WAY SE (59730)
59740	SE ROYAL HILLS DR & GEM DR SE (59740)
59750	SE ROYAL HILLS DR & HARADER DR SE (59750)
59760	ROYAL HILLS DR SE & LAKE YOUNGS WAY SE (59760)
73368	148TH AVE NE & NE 61ST WAY (73368)
60001	ROYAL HILLS DR SE & EDMONDS AVE SE (60001)
60002	LAKE YOUNGS WAY SE & ROYAL HILLS DR SE (60002)
60004	LAKE YOUNGS WAY SE & LAKE YOUNGS CT SE (60004)
60006	LAKE YOUNGS WAY SE & INDEX CT SE (60006)
60008	LAKE YOUNGS WAY SE & KIRKLAND CT SE (60008)
60012	LAKE YOUNGS WAY SE & KIRKLAND AVE SE (60012)
60014	KIRKLAND AVE SE & SE 19TH CT (60014)
60016	123RD AVE SE & SE 158TH ST (60016)
60018	126TH AVE SE & SE 160TH ST (60018)
60070	126TH AVE SE & SE 161ST ST (60070)
60080	126TH AVE SE & SE 164TH ST (60080)
60090	SE 164TH ST & 127TH AVE SE (60090)
60100	SE 164TH ST & 128TH AVE SE (60100)
60120	SE 164TH ST & 131ST AVE SE (60120)
60130	SE FAIRWOOD BLVD & 134TH AVE SE (60130)
60140	SE FAIRWOOD BLVD & 138TH AVE SE (60140)
60150	SE FAIRWOOD BLVD & 140TH AVE SE (60150)
55948	140TH AVE SE & SE 171ST PL (55948)
80692	INTERURBAN AVE S & S 147TH ST (80692)
80700	INTERURBAN AVE S & 58TH AVE S (80700)
79242	68TH AVE S & S 234TH ST (79242)
57458	KENT SOUNDER STATION BAY #8 (57458)
79248	4TH AVE N & W SMITH ST (79248)
80820	W JAMES ST & 4TH AVE N (80820)
59773	W JAMES ST & LINCOLN AVE N (59773)
79233	68TH AVE S & S 238TH ST (79233)
79235	68TH AVE S & S 234TH ST (79235)
79234	68TH AVE S & S 228TH ST (79234)
79236	68TH AVE S & S 224TH ST (79236)
79237	68TH AVE S & S 220TH ST (79237)
79238	68TH AVE S & S 216TH ST (79238)
58085	68TH AVE S & S 212TH ST (58085)
58074	68TH AVE S & S 208TH ST (58074)
58075	68TH AVE S & S 204TH ST (58075)
58086	68TH AVE S & S 196TH ST (58086)
58087	WEST VALLEY HWY S & S 190TH ST (58087)
58088	S 180TH ST & SPERRY DR (58088)
58089	S 180TH ST & ANDOVER PARK E (58089)
60380	ANDOVER PARK W & S 180TH ST (60380)
60390	ANDOVER PARK W & TRILAND DR (60390)
60400	ANDOVER PARK W & MIDLAND DR (60400)
60410	ANDOVER PARK W & MINKLER BLVD (60410)
60420	ANDOVER PARK W & CORPORATE DR N (60420)
58102	SOUTHCENTER BLVD & 62ND AVE S (58102)
58104	SOUTHCENTER BLVD & 65TH AVE S (58104)
80680	INTERURBAN AVE S & FORT DENT WAY (80680)
80710	INTERURBAN AVE S & 52ND AVE S BAY #1 (80710)
80720	INTERURBAN AVE S & 52ND AVE S BAY #2 (80720)
80730	INTERURBAN AVE S & 58TH AVE S (80730)
80742	INTERURBAN AVE S & S 147TH ST (80742)
58110	INTERURBAN AVE S & FORT DENT WAY (58110)
58112	SOUTHCENTER BLVD & 65TH AVE S (58112)
58114	SOUTHCENTER BLVD & 62ND AVE S (58114)
59320	ANDOVER PARK W & STRANDER BLVD (59320)
59330	ANDOVER PARK W & CORPORATE DR N (59330)
59340	ANDOVER PARK W & MINKLER BLVD (59340)
59350	ANDOVER PARK W & MIDLAND DR (59350)
58130	S 180TH ST & ANDOVER PARK W (58130)
58132	S 180TH ST & SPERRY DR (58132)
58134	WEST VALLEY HWY & TODD BLVD (58134)
58136	WEST VALLEY HWY S & S 190TH ST (58136)
79239	68TH AVE S & S 204TH ST (79239)
58145	68TH AVE S & S 208TH ST (58145)
79227	68TH AVE S & S 216TH ST (79227)
79228	68TH AVE S & S 220TH ST (79228)
79229	68TH AVE S & S 224TH ST (79229)
79241	68TH AVE S & S 228TH ST (79241)
79243	W JAMES ST & WASHINGTON AVE N (79243)
80580	W JAMES ST & LINCOLN AVE N (80580)
80590	W JAMES ST & 4TH AVE N (80590)
80600	W JAMES ST & 1ST AVE N (80600)
58137	58TH PL S & RUSSELL RD (58137)
58139	S 194TH WAY & 58TH PL S (58139)
58135	S 194TH ST & 62ND AVE S (58135)
74395	108TH AVE NE & NE 68TH ST (74395)
970	STEWART ST & 4TH AVE (970)
74396	108TH AVE NE & NE 62ND ST (74396)
80620	CENTRAL AVE N & E JAMES ST (80620)
80630	CENTRAL AVE N & E GEORGE ST (80630)
80640	CENTRAL AVE N & S 228TH ST (80640)
80642	84TH AVE S & S 224TH ST (80642)
85851	84TH AVE S & S 220TH ST (85851)
84353	84TH AVE S & S 216TH ST (84353)
84354	84TH AVE S & S 212TH ST (84354)
84356	84TH AVE S & S 208TH ST (84356)
84357	84TH AVE S & S 202ND ST (84357)
84359	84TH AVE S & S 200TH ST (84359)
84369	84TH AVE S & S 196TH ST (84369)
84370	84TH AVE S & S 192ND ST (84370)
84372	E VALLEY HWY & S 187TH ST (84372)
84371	E VALLEY HWY & S 184TH ST (84371)
60370	SW 43RD ST & E VALLEY HWY (60370)
60373	LIND AVE SW & SW 43RD ST (60373)
80666	LIND AVE SW & SW 41ST ST (80666)
80765	LIND AVE SW & SW 39TH ST (80765)
80667	LIND AVE SW & SW 34TH ST (80667)
80665	LIND AVE SW & SW 29TH ST (80665)
80663	LIND AVE SW & SW 27TH ST (80663)
80767	LIND AVE SW & SW 21ST ST (80767)
80668	LIND AVE SW & SW 16TH ST (80668)
55942	LIND AVE SW & SW GRADY WAY (55942)
55928	LIND AVE SW & SW 7TH ST (55928)
55929	SW 7TH ST & HARDIE AVE SW (55929)
59904	SOUTH RENTON PARK & RIDE BAY #3 (59904)
80650	SW GRADY WAY & RAINIER AVE S (80650)
80761	LIND AVE SW & SW GRADY WAY (80761)
80762	LIND AVE SW & SW 16TH ST (80762)
80766	LIND AVE SW & SW 21ST ST (80766)
