device_location_id	device_location_descr
2147492762	
2147490883	
2147490448	
2147491934	
2147490966	
2147487973	
2147487865	
2147511454	
2147491751	
2147486282	
4211094421	Sea-Tac Airport
2147489669	
2147491750	
2147490634	
2147491697	
2147490543	
2147486290	
2147491651	
2147483857	
2147486295	
2147483909	
2147490642	
2147493196	
2147508051	
2147490482	
2147493363	
2147484161	
2147488152	
2147487352	
2147497253	
2147504518	
2147487380	
2147493228	
2147486408	
2147484348	
2147483951	
2147487970	
2147490697	
2147493251	
2147490833	
2147491748	
2147483899	
2147504504	
2147490465	
2147491880	
2147489858	
2147490663	
2147490591	
2147489724	
2147490607	
2147509455	
2147500750	
2147486278	
2147490848	
2147490519	
2147491792	
2147489760	
2147491048	
2147493761	
2147490866	
2147489693	
2147490799	
2147493263	
2147525152	
2147493766	
2147490638	
2147486385	
2147489694	
2147484781	
2147490904	
2147486337	
2147490645	
2147486382	
2147492959	
2147486254	
2147489868	
2147486328	
2147487391	
2147483848	
2147489856	
2147484764	
2147487175	
2147491783	
2147509050	
2147483856	
2147491931	
2147492957	
2147490815	
2147486361	
2147490597	
2147491769	
2147489738	
2147489677	
2147490830	
2147490843	
2147492849	
2147490502	
2147483911	
2147487341	
2147489886	
2147489863	
2147489708	
2147483863	
2147491648	
2147490692	
2147483865	
2147486434	
2147484154	
2147489695	
2147490615	
2147493373	
2147486367	
2147493749	
2147535050	
2147483868	
2147490486	
4211094411	Pioneer Square
2147493299	
2147493379	
2147490566	
2147489706	
2147483914	
2147490963	
2147508061	
2147491773	
2147545053	
2147489707	
2147490694	
2147489882	
2147483837	
2147525250	
2147491796	
2147490849	
2147483873	
2147490842	
2147489702	
2147486260	
2147490906	
2147504520	
2147489883	
2147491693	
2147484169	
2147483879	
2147484401	
2147493383	
2147483898	
2147490764	
2147490898	
2147483827	
2147483770	
2147490820	
2147489739	
2147487250	
2147483892	
2147483901	
2147490507	
2147483913	
2147489864	
2147483916	
2147493764	
2147493759	
2147507463	
2147489726	
2147490829	
2147492772	
2147491777	
2147489728	
2147493350	
2147493250	
2147491704	
2147483948	
2147491924	
2147491762	
2147486277	
2147493188	
2147486264	
2147491782	
2147484156	
2147490538	
2147490614	
2147493230	
2147487372	
2147490791	
2147493753	
2147483866	
2147490887	
2147483855	
2147486406	
2147489709	
2147489865	
2147486286	
2147490557	
2147486279	
2147483889	
2147486450	
2147491813	
2147491820	
2147483860	
2147484835	
2147486266	
2147490641	
2147490956	
2147492758	
2147525251	
2147489721	
2147489715	
2147483895	
2147489733	
2147483885	
2147490674	
2147489866	
2147490490	
2147489729	
2147489887	
2147490825	
2147483883	
2147490838	
2147483823	
2147483869	
2147490705	
2147484167	
2147492857	
2147484149	
2147483902	
2147483953	
2147487133	
2147490563	
2147493218	
2147492954	
2147490786	
2147489681	
2164169479	
2147493305	
2147525158	
2147490461	
2147491757	
2147490800	
2147487385	
2147492950	
2147487256	
2147483900	
2147492749	
2147490471	
2147491052	
2147491754	
2147493754	
2147483864	
2147491054	
2147490834	
2147483891	
2147493349	
2147490839	
2147492953	
2147492743	
4211094415	Beacon Hill
2147490636	
2147490709	
2147491779	
2147490824	
2147483922	
2147484168	
2147489877	
4194317181	40th St NB
2147490479	
2147490561	
2147490536	
2147484380	
2147487311	
2147490666	
2147490854	
2147492851	
2147487182	
2147525154	
2147487325	
2147484394	
2147487263	
2147483880	
2147483875	
2147483908	
2147484160	
2147486304	
2147525162	
2147491834	
2147484816	
2147492751	
2147492865	
2147525159	
4177535843	Broadway/Terrace NB
2147484382	
2147492951	
2147484428	
2147484398	
134227730	
2147490811	
2147483925	
2147491824	
2147525164	
2147525165	
2147490795	
2147484165	
2147493752	
2147484808	
2147492870	
2147493360	
2147490823	
2147484420	
2147490558	
2147525253	
2147490589	
2147484413	
2147484389	
2147491808	
2147484381	
2147484404	
2147484385	
2147484436	
2147493353	
2147491832	
2147484442	
2147484432	
2147487345	
2147492757	
4211094410	University St
2147535049	
2147483886	
2147483878	
2147484407	
2147484421	
2147484403	
2147489758	
2147490626	
2147493359	
2147487097	
2147492862	
2147492850	
2147487260	
2147486300	
2147545055	
2147493457	
2147483887	
2147487371	
2147486436	
2147484749	
2147486427	
2147487329	
2147491946	
2147484753	
2147493465	
2147486985	
2147490867	
2147486148	
2147491776	
2147492855	
2147483877	
2147491831	
2147483917	
2147483915	
2147484159	
2147483849	
2147484166	
2147493387	
2147487394	
2147484766	
2147490562	
2147486950	
134227832	Fauntleroy
2147490517	
2147490468	
2147493461	
2147491819	
2147491798	
2147492860	
2147487855	
2147490537	
2147490469	
2147491795	
2147491828	
2147545052	
2147491844	
2147484395	
134227837	Edmonds
2147490484	
2147484435	
2147483920	
2147493198	
2147484387	
2147484384	
2147491803	
2147484408	
2147491842	
2147490501	
2147490847	
2147484405	
2147491780	
2147484431	
2147491774	
2147484158	
2147493223	
2147490896	
2147487331	
2147490585	
2147487389	
4194317230	S 312th St NB
2147493466	
2147491800	
4211094412	International Dist
2147491772	
2147490698	
2147483859	
2147483893	
2147483906	
2147491812	
2147486289	
4194317183	Colby Ave EB
134227839	Mukilteo
2147490814	
2147491840	
2147484406	
2147484410	
2147487333	
2147490622	
150994949	Kent
2147490594	
2147484761	
2147487040	
2147487208	
2147491838	
2147490493	
2147490612	
2147483882	
2147484164	
2147490556	
2147492755	
2147483897	
2147490669	
2147490861	
2147491825	
2147545050	
2147483765	
2147491801	
2147490864	
2147491807	
2147487255	
2147484439	
2147491802	
2147487045	
	
2147490475	
2147484775	
2147484170	
2147492863	
2147491793	
2147493244	
2147493362	
2147492748	
2147492858	
2147486335	
2147491778	
2147484162	
2147490497	
2147490481	
2147483921	
2147484426	
2147483871	
4194317186	Everett Station
2147525160	
2147483862	
2147484768	
2147491837	
2147490485	
4211094414	SODO
2147483836	
2147487167	
2147486314	
2147491821	
2147492848	
2147483839	
2147492745	
2147486333	
2147484748	
2147492754	
4194312193	Andover/Baker SB
2147483847	
2147493365	
2147491761	
2147491764	
2147491797	
2147490875	
2147490810	
2147491794	
2147483950	
2147484434	
2147484783	
4194317213	S 200th St SB
2147483912	
2147483874	
2147483872	
2147493254	
2147490610	
2147483842	
2147493354	
2147493460	
2147483919	
2147491829	
2147490474	
2147492869	
2147491811	
2147493366	
2147484153	
2147483905	
2147483954	
2147489469	
2147483844	
2147489468	
2147483845	
2147490593	
150994948	Tukwila
2147487353	
2147492853	
2147491760	
134227829	Seattle Pier 52
2147490552	
2147492867	
2147484383	
2147492760	
2147490470	
2147493355	
2147493386	
2147483894	
2147491752	
2147491787	
2147492856	
2147483962	
2147483816	
2147483907	
2147483858	
2147484765	
2147491788	
2147493374	
2147491799	
2147491768	
2147491789	
2147487332	
2147493235	
2147487314	
4194312148	3rd Ave/Seneca SB
2147484787	
4211094416	Mt Baker
2147492866	
2147487364	
2147487189	
4177535836	S Jackson/5th Ave S EB
2147491843	
4211094418	Othello
4194312179	W Mercer/3rd W EB
2147491775	
2147490613	
2147491827	
2147491755	
2147484423	
4177535839	S Jackson/13th Ave S
2147490498	
2147525151	
2147545051	
2147491806	
2147486409	
2147484804	
2147487351	
2147487320	
2147483955	
2147492955	
2147484157	
2147487278	
150994952	Puyallup
2147483924	
2147483768	
2147484422	
2147484400	
2147484399	
2147484425	
2147484448	
4194312234	Aurora N & N 85 SB
2147484418	
2147486402	
2147483815	
2147483961	
2147492752	
2147483974	
2147483769	
2147483829	
2147484429	
4211094413	Stadium
2147489688	
2147483841	
2147483918	
2147493750	
2147492756	
4194317838	Federal Way TC Bay 7
2147483888	
2147483903	
2147483851	
2147489689	
2147492740	
2147491841	
4194317185	Aurora Village TC
2147490804	
2147491771	
2147492770	
2147483881	
2147483870	
2147491759	
2147487390	
2147483766	
4194317169	148th St NB
2147483764	
2147491836	
2147493464	
2147484412	
2147483840	
2147483952	
4194312175	3rd Ave/Bell NB
4211094419	Rainier Beach
2147483834	
4177535785	McGraw Square
2147490778	
2147486981	
2147492864	
2147491784	
2147484349	
2147525157	
4194312194	Tukwila Comm Rail/Bay EB
2147484443	
2147484774	
2147484441	
2147483964	
2147490955	
2147490567	
2147490564	
2147486330	
2147484440	
2147489870	
2147484379	
150994950	Auburn
2147492960	
2147483759	
2147493368	
4194317178	Casino Rd SB
2147525150	
2147484392	
4194317170	148th St SB
4194317180	50th St SB
2147490679	
2147525156	
4194317218	S 216th St NB
4194317162	238th St SB
2147484390	
2147483761	
150994951	Sumner
2147484411	
2147483957	
2147492753	
2147483846	
2147491781	
2147484672	
2147492759	
2147486431	
2147491839	
2147484438	
2147489470	
2147491785	
2147490547	
2147486351	
2147491845	
150994953	Tacoma Dome
2147483831	
4194317188	Merrill Creek
4194312305	Westlake/Harrison SB
2147483965	
2147484670	
4194317179	50th St NB
2147492747	
2147491816	
4194312134	SW Alas/Faunt SW WB
4194312246	Aurora N&N NGate W NB
2147483760	
4211094417	Columbia City
4194317222	S 240th St NB
